"Dataset Id","Dataset Name","Group","Polarity","Source","Analyzer","Matrix","Species","Kingdom","Sample Type","m/z Class"
"2019-01-25_20h09m54s","05182017_041117_19A_PT_6","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-25_20h09m42s","070817_052317_30D","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-22_16h50m14s","saule_full dataset_regions - total ion count","IBMP","Positive","MALDI","FTICR","CHCA","OTHER","Plant","Tissue","Lipids_and_small_moleclues"
"2019-01-22_04h09m28s","181207_brain_dhb_ - root mean square","U Melbourne","Positive","MALDI","FTICR","DHB","Rattus norvegicus","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-21_15h59m30s","190118_Mus4_BleD_60um_147by73_atn0","U Copenhagen","Positive","MALDI","Orbitrap","DHB","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2019-01-11_19h04m03s","Control_Day14_03","U Wisconsin-Madison","Positive","MALDI","Orbitrap","DHB","Rattus norvegicus","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-11_19h03m03s","Control_Day14_02","U Wisconsin-Madison","Positive","MALDI","Orbitrap","DHB","Rattus norvegicus","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-11_18h59m39s","Control_Day07_03","U Wisconsin-Madison","Positive","MALDI","Orbitrap","DHB","Rattus norvegicus","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-11_18h56m35s","Control_Day03_03","U Wisconsin-Madison","Positive","MALDI","Orbitrap","DHB","Rattus norvegicus","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-11_18h50m49s","Injured_Day07_03","U Wisconsin-Madison","Positive","MALDI","Orbitrap","DHB","Rattus norvegicus","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-11_18h50m07s","Injured_Day07_02","U Wisconsin-Madison","Positive","MALDI","Orbitrap","DHB","Rattus norvegicus","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-11_18h48m16s","Injured_Day03_03","U Wisconsin-Madison","Positive","MALDI","Orbitrap","DHB","Rattus norvegicus","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-11_18h44m31s","Injured_Day03_01","U Wisconsin-Madison","Positive","MALDI","Orbitrap","DHB","Rattus norvegicus","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-07_07h55m15s","18-312_P1_T4_DHB_50um","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-07_07h46m34s","18-312_P1_T1_DHB_50um","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-07_07h43m40s","18-312_P1_B4_DHB_50um","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-07_07h26m42s","18-162_T2_DHB_20um","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-07_06h44m16s","18-162_B2_DHB_20um","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-01_01h10m48s","17-1606_B2_DHB_50um","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-01_01h07m19s","17-1606_B1_DHB_50um","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-01_01h00m29s","17-1606_T2_DHB_20um","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2018-12-29_19h44m42s","PT2.1.16","U Copenhagen","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-12-18_12h33m17s","PT3.1.14","U Copenhagen","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-12-18_23h26m38s","K572_B2_DAN+_20um","UTHSA","Positive","MALDI","Orbitrap","DAN","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2018-12-18_04h11m24s","K315_Bottom2_DAN-_50um","UTHSA","Negative","MALDI","Orbitrap","DAN","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2018-12-13_01h14m44s","K315_Top2_DHB+_20um","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2018-12-12_12h51m09s","MPIMM_118_QE_P_Squid_apo-sym","MPI Bremen","Positive","MALDI","Orbitrap","DHB","OTHER","Animal","Whole Organism","Lipids_and_small_moleclues"
"2018-11-02_14h18m26s","LYD pig_Coagulation zone","U Copenhagen","Positive","MALDI","Orbitrap","DHB","OTHER","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-10-18_10h38m01s","Mouse Kidney on coated plastic slide 270x160 30 um","JLU Giessen","Positive","MALDI","Orbitrap","DHB","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-09-07_07h55m32s","Rat50_Section1","Sanofi FF DMPK","Positive","MALDI","Orbitrap","DHB","Rattus norvegicus","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-10-20_02h06m07s","181622_cmc_7days_freezedry_sn4_rms","PNNL","Positive","MALDI","FTICR","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2018-10-18_15h53m44s","181017_CAF01_Tris_70umNeg_203by182_atn28","U Copenhagen","Negative","MALDI","Orbitrap","DAN","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-10-17_22h21m06s","MR_Bottom2_20um","UTHSA","Positive","MALDI","Orbitrap","DHB","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2018-10-06_00h45m03s","HK_NID_NOCMC5_50um","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2018-10-05_00h52m32s","HK_NID_NOCMC3_50um","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2018-10-04_13h08m18s","Pig skin with 5FU","U Copenhagen","Negative","MALDI","Orbitrap","DAN","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-10-04_13h05m32s","Human skin with 5FU","U Copenhagen","Negative","MALDI","Orbitrap","DAN","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-10-04_12h51m44s","Pig skin with Bleomycin","U Copenhagen","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-10-01_12h11m31s","182906_no2.3_bleo_H2_35um_177by83_atn0","U Copenhagen","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-10-01_11h32m56s","180907_no1.3_H2_5FU_35um_232by113_atn0","U Copenhagen","Negative","MALDI","Orbitrap","DAN","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-09-29_04h44m44s","20180927_grapeust3_final_dhb - root mean square","U Melbourne","Positive","MALDI","FTICR","DHB","OTHER","Plant","Tissue","Lipids_and_small_moleclues"
"2018-09-27_06h39m01s","20180926_grapest12_dhb_final - root mean square","U Melbourne","Positive","MALDI","FTICR","DHB","OTHER","Plant","Tissue","Lipids_and_small_moleclues"
"2018-09-24_02h56m43s","180919grapet3_dhb_test - root mean square1","U Melbourne","Positive","MALDI","FTICR","DHB","OTHER","Plant","Tissue","Lipids_and_small_moleclues"
"2018-09-21_19h48m29s","nc_membrane_25lp","PNNL","Positive","MALDI","FTICR","DHB","N/A","Plant","Tissue","Lipids_and_small_moleclues"
"2018-05-15_22h52m29s","HK_S2_N2_20um_New","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2018-09-17_09h31m47s","saule TIC complet 2","IBMP","Positive","MALDI","FTICR","CHCA","OTHER","Plant","Tissue","Lipids_and_small_moleclues"
"2018-09-16_21h17m40s","K128_P1_BottomN2_30um","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2018-09-16_21h10m17s","K128_P1_TopN1_50um","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2018-09-08_01h09m34s","PS_24Top_N3_20um","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2018-09-08_01h00m45s","PS_24Bottom_N1_50um","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2018-09-07_00h49m45s","PS_23Top_N2_30um","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2018-09-04_00h52m04s","PS_8Top_N4_50um","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2018-09-04_00h50m59s","PS_8Bottom_N3_20um","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2018-05-15_22h57m40s","PS_7_P7_N1_30um_New","UTHSA","Negative","MALDI","Orbitrap","Norharmane","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-06-16_05h23m01s","PS_21Bottom_S1__N2_30um","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2018-06-14_00h45m31s","PS_22Bottom_S1_N2_50um","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-06-13_21h09m17s","PS_22Top_S1_N3_20um","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2018-09-13_19h01m05s","K128_P1_TopN3_20um","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2018-09-13_00h55m36s","K233_P1_TopN1_50um","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2018-09-12_09h23m46s","18-139-2_slide4_8_cycles_dhb ","PNNL","Positive","MALDI","FTICR","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2018-09-12_09h22m21s","18-139-2_slide4_4_cycles_dhb ","PNNL","Positive","MALDI","FTICR","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2018-09-07_00h36m53s","PS_23Bottom_N1_50um","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2018-08-27_16h45m26s","27082018_Ang_Rho100uM3D_DHB_s50_p50_well4","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-08-26_17h16m21s","25082018_Ang_Rho300uM2D_DHB_s50_p60_well3","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-08-21_20h53m05s","root_tip_intact_pos","PNNL","Positive","MALDI","FTICR","DHB","OTHER","Plant","Tissue","Lipids_and_small_moleclues"
"2018-08-21_11h23m25s","22082018_MS_SpheroidsTraining_Neg_s50x50_p50x50","♡EMBL♡","Negative","MALDI","Orbitrap","DAN","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-08-15_06h10m47s","HK5_N1_30 um_66-1000","UTHSA","Negative","MALDI","Orbitrap","9AA","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2018-08-14_13h51m52s","13082018_AI_E2p1g121_Spheroid_Neg_s","♡EMBL♡","Negative","MALDI","Orbitrap","DAN","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-08-01_14h19m26s","nam 02 02 epi 3 - total ion count","IBMP","Positive","MALDI","FTICR","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2018-08-01_14h17m01s","nam 02 02 glio 7 - total ion count","IBMP","Positive","MALDI","FTICR","DHAP","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2018-08-01_14h14m39s","nam 02 02 glio 7 - total ion count","IBMP","Positive","MALDI","FTICR","DHAP","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2018-07-23_14h06m28s","di_rmn14-3_14jai_pos_100-700_180717","U Rennes 1","Positive","MALDI","FTICR","DHB","Brassica napus","Plant","Tissue","Lipids_and_small_moleclues"
"2018-07-23_12h10m59s","180719_HumanTumor_5FU_Cisplatin_DANmatrix_20um_atn30_146by151","U Copenhagen","Negative","MALDI","Orbitrap","DAN","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-07-21_11h23m10s","tceapositive - inhibitor - total ion count","HS Mannheim","Positive","MALDI","FTICR","DHB","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2018-07-14_19h34m11s","combined all three_seed_WS","JLU Giessen","Positive","MALDI","Orbitrap","DHB","OTHER","Plant","Uncurated","Lipids_and_small_moleclues"
"2018-07-14_04h49m34s","DRG_P1_TN4_50um","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-07-14_04h47m52s","DRG_P1_TN3_20um","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2018-07-14_04h46m09s","DRG_P1_TN2_20um","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2018-07-13_15h21m17s","BS_Female_B3","JLU Giessen","Positive","MALDI","Orbitrap","DHB","OTHER","Animal","Whole Organism","Lipids_and_small_moleclues"
"2018-07-13_12h47m05s","BS_Male_B1","JLU Giessen","Positive","MALDI","Orbitrap","DHB","OTHER","Animal","Whole Organism","Lipids_and_small_moleclues"
"2018-07-13_12h44m10s","BS_Male_B3","JLU Giessen","Positive","MALDI","Orbitrap","DHB","OTHER","Animal","Whole Organism","Lipids_and_small_moleclues"
"2018-07-13_05h07m12s","HSC_P1_N2_20um","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2018-07-13_05h03m14s","HSC_P1_N2_50um","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-07-12_05h44m23s","RK_LN2_TN2_50um","UTHSA","Positive","MALDI","Orbitrap","DHB","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2018-07-12_05h42m47s","RK_LN2+CMC_N3_20um","UTHSA","Positive","MALDI","Orbitrap","DHB","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2018-07-12_05h35m16s","RK_LN2+CMC_N1_50um","UTHSA","Positive","MALDI","Orbitrap","DHB","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2018-07-10_18h24m20s","MPIMM_099_QE_P_BH_CF","MPI Bremen","Positive","MALDI","Orbitrap","DHB","OTHER","Animal","Whole Organism","Lipids_and_small_moleclues"
"2018-07-05_19h28m34s","05072018_AR_Rho5002D_DHB_pos_p50_s50_recal","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-07-05_12h35m48s","05072018_AR_Rho5002D_DHB_pos_p50_s50","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-06-30_00h17m52s","LK_LN2_N1_50um","UTHSA","Positive","MALDI","Orbitrap","DHB","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-06-29_23h47m27s","LK_CMC_N1_50um","UTHSA","Positive","MALDI","Orbitrap","DHB","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-06-27_12h59m39s","182706_Human2_b1_Biomarkers_DHB_40um_66by76_atn0","U Copenhagen","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-06-25_13h04m48s","182206_norm pig_b1_biomarkers_DHB_40um_125by105_atn0","U Copenhagen","Positive","MALDI","Orbitrap","DHB","OTHER","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-06-23_22h43m54s","T077 WS26 300x220 15um E65","JLU Giessen","Positive","MALDI","Orbitrap","DHB","OTHER","Plant","Uncurated","Lipids_and_small_moleclues"
"2018-06-22_18h12m28s","22062018_AR_4Ckit_2mg_DAN_Neg_well2","♡EMBL♡","Negative","MALDI","Orbitrap","DAN","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-06-22_14h03m00s","22062018_AR_4C4D_100uM_correct_DAN_Neg","♡EMBL♡","Negative","MALDI","Orbitrap","DAN","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-06-19_17h55m51s","18062018_AI_Spheroid_DAN_Neg_60x60","♡EMBL♡","Negative","MALDI","Orbitrap","DAN","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-06-17_13h30m50s","160618_AR_4C_50uM3D_DAN_Neg_p20_s50","♡EMBL♡","Negative","MALDI","Orbitrap","DAN","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-06-15_09h54m11s","GruppeC_165x189_50umE0","JLU Giessen","Positive","MALDI","Orbitrap","DHB","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-06-14_11h14m15s","GruppeB_162x151_65umE0_Recal","JLU Giessen","Positive","MALDI","Orbitrap","DHB","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-06-13_08h38m03s","12062018_AI_Spheroid_DAN_Neg_p50x50","♡EMBL♡","Negative","MALDI","Orbitrap","DAN","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-06-08_17h02m23s","08062018_AI_Spheroid3_DAN_Neg_50x50","♡EMBL♡","Negative","MALDI","Orbitrap","DAN","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-06-01_12h10m33s","Asclepias curassavica_19_DD","JLU Giessen","Positive","MALDI","Orbitrap","DHB","OTHER","Plant","Uncurated","Lipids_and_small_moleclues"
"2018-05-31_19h55m45s","30052018_AR_HeLa_Fluo20_DAN_neg_p50_s50","♡EMBL♡","Negative","MALDI","Orbitrap","DAN","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-05-31_18h55m06s","30052018_AR_HeLa_Fluo10_DAN_neg_p50_s50","♡EMBL♡","Negative","MALDI","Orbitrap","DAN","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-05-30_18h50m59s","30052018_AR_HeLa_4C50uM_DAN_neg_p25_s50","♡EMBL♡","Negative","MALDI","Orbitrap","DAN","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-05-30_07h28m46s","BS_Couple_B2","JLU Giessen","Positive","MALDI","Orbitrap","DHB","OTHER","Animal","Whole Organism","Lipids_and_small_moleclues"
"2018-05-30_07h27m28s","BS_Couple_B1","JLU Giessen","Positive","MALDI","Orbitrap","DHB","OTHER","Animal","Whole Organism","Lipids_and_small_moleclues"
"2018-05-30_07h24m41s","BS_Couple_Biol3_Techn1","JLU Giessen","Positive","MALDI","Orbitrap","DHB","OTHER","Animal","Whole Organism","Lipids_and_small_moleclues"
"2018-05-29_19h43m07s","MPIMM_094_QE_P_BA_FFPE","MPI Bremen","Positive","MALDI","Orbitrap","DHB","OTHER","Animal","Whole Organism","Lipids_and_small_moleclues"
"2018-05-29_16h52m17s","290512018_AI_Espheroid1_DAN_Neg","♡EMBL♡","Negative","MALDI","Orbitrap","DAN","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2018-05-27_08h36m27s","Fennugreek_1_day_germation_245x170_E25","JLU Giessen","Positive","MALDI","Orbitrap","Other","N/A","Plant","Uncurated","Lipids_and_small_moleclues"
"2018-05-23_12h52m50s","fi_tissus externes - no normalization","IBMP","Positive","MALDI","FTICR","CHCA","OTHER","Plant","Tissue","Lipids_and_small_moleclues"
"2018-05-20_22h16m33s","ScNerve_1Top_30um","UTHSA","Positive","MALDI","Orbitrap","DHB","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2017-10-13_16h52m11s","Plant_AC_Dhaka","JLU Giessen","Positive","MALDI","Orbitrap","DHB","OTHER","Plant","Uncurated","Lipids_and_small_moleclues"
"2017-02-24_13h41m16s","mouse_brain_1-5dan_01 - root mean square","U Rennes 1","Positive","MALDI","FTICR","DAN","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2016-10-28_13h02m31s","MPIMM_030_QE_P_BP_CF_10","MPI Bremen","Positive","MALDI","Orbitrap","DHB","N/A","Animal","Whole Organism","Lipids_and_small_moleclues"
"2017-02-24_15h03m08s","mouse_brain_dithranol_02 - root mean square","U Rennes 1","Positive","MALDI","FTICR","Other","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2017-02-24_15h04m10s","U Rennes 1//mouse_brain_dithranol_03 - root mean square","U Rennes 1","Positive","MALDI","FTICR","Other","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2017-04-13_19h21m14s","20170413Hide_PSM_50x40_15x15_DAN007x8_N_300-1000","♡EMBL♡","Negative","MALDI","Orbitrap","DAN","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2016-11-18_15h14m45s","Tumor8","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2016-11-22_01h59m16s","UT Austin//NO1","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2016-11-22_01h59m52s","NO3","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2016-11-22_02h02m45s","UT Austin//NO9","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2016-11-22_02h03m58s","O3 dataset","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2016-09-21_10h55m30s","UoR1//epididyme_ito3d - root mean square","U Rennes 1","Positive","MALDI","FTICR","CHCA","Rattus norvegicus","Animal","Tissue","Lipids_and_small_moleclues"
"2016-11-21_18h36m57s","UT Austin//N1","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2016-11-17_20h02m10s","Normal12","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2016-11-22_02h01m00s","NO6 dataset","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-10_22h42m16s","Tumor42","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2016-12-12_11h50m39s","braintissue_dhblsprayed_hhqspot10f - root mean square","U Rennes 1","Positive","MALDI","FTICR","DHB","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2017-03-10_22h44m26s","Tumor46","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-04-16_08h38m38s","20170415Hide_PSM_150x190_10x10_dan008_N_150-190","♡EMBL♡","Negative","MALDI","Orbitrap","DAN","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-31_09h58m35s","20170329_LR_HEPA_DHB10_p80x80_s30x30_1","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-10_22h53m14s","Borderline9","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-06_14h15m50s","U Rennes 1//tail3_region1 - root mean square","U Rennes 1","Positive","MALDI","FTICR","CHCA","Rattus norvegicus","Animal","Tissue","Lipids_and_small_moleclues"
"2017-03-17_09h27m53s","20170310_ST_HELA-H20-NEG_50x50_50x50_dan003","♡EMBL♡","Negative","MALDI","Orbitrap","DAN","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-04-06_10h52m17s","mousebrain_50um_100x25_E35_TDemo","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-02-15_12h51m28s","MPIMM_042_QE_P_BP_CF","MPI Bremen","Positive","MALDI","Orbitrap","DHB","N/A","Animal","Whole Organism","Lipids_and_small_moleclues"
"2017-02-16_07h39m06s","MPIMM_040_QE_P_BP_CF","MPI Bremen","Positive","MALDI","Orbitrap","DHB","N/A","Animal","Whole Organism","Lipids_and_small_moleclues"
"2017-02-15_12h49m59s","MPIMM_041_QE_P_BP_CF","MPI Bremen","Positive","MALDI","Orbitrap","DHB","N/A","Animal","Whole Organism","Lipids_and_small_moleclues"
"2017-03-12_16h25m29s","20170311_LR_Hepa_DAN10_att30_no10Filt_30X30_50X50","♡EMBL♡","Negative","MALDI","Orbitrap","DAN","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-04-10_16h38m18s","170321_kangaroobrain-dan1-pos_maxof50.0_med1r","U Melbourne","Positive","MALDI","FTICR","Other","OTHER","Animal","Tissue","Lipids_and_small_moleclues"
"2017-02-17_04h14m42s","adbrain_05-318_neg_maxof1_med3","U Melbourne","Negative","MALDI","FTICR","Other","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2017-03-14_14h32m36s","20170314_LR_Hepa_DMAN25_att30_10filt0_10","♡EMBL♡","Negative","MALDI","Orbitrap","DMAN","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-14_14h32m49s","20170314_LR_Hepa_DMAN25_att30_10filt1_11","♡EMBL♡","Negative","MALDI","Orbitrap","DMAN","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-14_14h35m46s","20170314_LR_Hepa_DMAN25_att30_10filt1_11","♡EMBL♡","Negative","MALDI","Orbitrap","DMAN","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-14_14h35m55s","20170314_LR_Hepa_DMAN25_att30_10filt1_12","♡EMBL♡","Negative","MALDI","Orbitrap","DMAN","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-15_14h38m43s","20170315_LR_Hepa_DMAN25_att30_10filt1_60x60_50x50","♡EMBL♡","Negative","MALDI","Orbitrap","DMAN","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-16_09h30m36s","MPIMM_051_QE_P_BA_CF_sp4","MPI Bremen","Positive","MALDI","Orbitrap","CHCA","N/A","Animal","Uncurated","Lipids_and_small_moleclues"
"2017-03-16_11h11m12s","20170316_LR_DMAN10_att37_10F1_100x100_10x10_1","♡EMBL♡","Negative","MALDI","Orbitrap","DMAN","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
